name,serving_size,calories,total_fat,saturated_fat,cholesterol_mg,carbohydrate,fiber,sugars,keywords
"Margarine-like spread with yogurt, with salt, tub, approximately 40% fat",100,330,35,7,0,2.00,0.0,0.00,"['Margarine-Like Spread With Yogurt', 'With Salt', 'Tub', 'Approximately 40% Fat']"
"Apple juice, without added ascorbic acid, unsweetened, canned or bottled",100,46,0.1,0,0,11.30,0.2,9.62,"['Apple Juice', 'Without Added Ascorbic Acid', 'Unsweetened', 'Canned Or Bottled']"
"Oil, canola (partially hydrogenated) oil for deep fat frying, industrial",100,884,100,10,0,0.00,0.0,0.00,"['Oil', 'Canola (Partially Hydrogenated) Oil For Deep Fat Frying', 'Industrial']"
"Restaurant, Arroz con habichuelas colorados (Rice And Red Beans), Latino",100,142,3.5,0.5,0,23.74,2.6,0.15,"['Restaurant', 'Arroz Con Habichuelas Colorados (Rice And Red Beans)', 'Latino']"
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, pinto",100,20,0.3,0,0,3.50,0,0,"['Beans', 'With Salt', 'Drained', 'Boiled', 'Cooked', 'Sprouted', 'Mature Seeds', 'Pinto']"
"Beans, with salt, drained, boiled, cooked, frozen, immature seeds, pinto",100,162,0.5,0.1,0,30.87,5.4,0,"['Beans', 'With Salt', 'Drained', 'Boiled', 'Cooked', 'Frozen', 'Immature Seeds', 'Pinto']"
"Cereals, without salt, cooked with water, whole wheat hot natural cereal",100,62,0.4,0.1,0,13.70,1.6,0.08,"['Cereals', 'Without Salt', 'Cooked With Water', 'Whole Wheat Hot Natural Cereal']"
"Pork, raw, separable lean only, boneless, top loin (roasts), loin, fresh",100,132,4.1,1.2,63,0.00,0.0,0.00,"['Pork', 'Raw', 'Separable Lean Only', 'Boneless', 'Top Loin (Roasts)', 'Loin', 'Fresh']"
"Mushrooms, raw, exposed to ultraviolet light, or crimini, italian, brown",100,22,0.1,0,0,4.30,0.6,1.72,"['Mushrooms', 'Raw', 'Exposed To Ultraviolet Light', 'Or Crimini', 'Italian', 'Brown']"
"Snacks, unenriched, cheese-flavor, puffs or twists, extruded, corn-based",100,558,36,5.5,4,54.10,2.2,2.76,"['Snacks', 'Unenriched', 'Cheese-Flavor', 'Puffs Or Twists', 'Extruded', 'Corn-Based']"
"Beef composite, cooked, choice, trimmed to 1/8"" fat, separable lean only",100,203,9.2,3.5,82,0.00,0.0,0.00,"['Beef Composite', 'Cooked', 'Choice', 'Trimmed To 1/8"" Fat', 'Separable Lean Only']"
"Cereals ready-to-eat, NATURE VALLEY LOW FAT FRUIT GRANOLA, GENERAL MILLS",100,381,4.7,0.9,0,79.40,5.0,31.89,"['Cereals Ready-To-Eat', 'Nature Valley Low Fat Fruit Granola', 'General Mills']"
"Bread, made with tapioca starch and brown rice flour, white, gluten-free",100,298,8,0.6,0,51.15,5.5,11.30,"['Bread', 'Made With Tapioca Starch And Brown Rice Flour', 'White', 'Gluten-Free']"
"Potatoes, whole milk and butter, prepared with water, dry mix, scalloped",100,93,4.3,2.6,11,12.77,1.1,0,"['Potatoes', 'Whole Milk And Butter', 'Prepared With Water', 'Dry Mix', 'Scalloped']"
"Potatoes, whole milk and butter, prepared with water, dry mix, au gratin",100,93,4.1,2.6,15,12.84,0.9,0,"['Potatoes', 'Whole Milk And Butter', 'Prepared With Water', 'Dry Mix', 'Au Gratin']"
"Pork, broiled, cooked, separable lean and fat, boneless, Shoulder breast",100,162,4.5,1.3,78,0.00,0.0,0.00,"['Pork', 'Broiled', 'Cooked', 'Separable Lean And Fat', 'Boneless', 'Shoulder Breast']"
"Beef, raw, separable lean and fat, chuck eye roll, imported, New Zealand",100,181,11,4.4,61,0.00,0.0,0.00,"['Beef', 'Raw', 'Separable Lean And Fat', 'Chuck Eye Roll', 'Imported', 'New Zealand']"
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolatey Strawberry, KELLOGG",100,368,3.9,3,0,83.30,9.5,28.60,"['Cereals Ready-To-Eat', ""Kellogg'S Special K Chocolatey Strawberry"", 'Kellogg']"
"Soup, prepared with equal volume water, canned, mushroom with beef stock",100,35,1.7,0.6,3,3.81,0.3,0,"['Soup', 'Prepared With Equal Volume Water', 'Canned', 'Mushroom With Beef Stock']"
"Coffeecake, enriched, commercially prepared, cinnamon with crumb topping",100,418,23,5.8,32,46.70,2.0,0,"['Coffeecake', 'Enriched', 'Commercially Prepared', 'Cinnamon With Crumb Topping']"
"Game meat, broiled, cooked, 1"" steak, separable lean only, ribeye, bison",100,177,5.7,2.4,79,0.00,0.0,0.00,"['Game Meat', 'Broiled', 'Cooked', '1"" Steak', 'Separable Lean Only', 'Ribeye', 'Bison']"
"Beef, braised, cooked, separable lean only, flank, imported, New Zealand",100,194,7.9,2.9,78,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Separable Lean Only', 'Flank', 'Imported', 'New Zealand']"
CAMPBELL'S Homestyle HEALTHY REQUEST Chicken with Whole Grain Pasta Soup,100,40,0.8,0.2,4,4.28,0.7,0.32,"[""Campbell'S Homestyle Healthy Request Chicken With Whole Grain Pasta Soup""]"
"Pork, roasted, heated, separable lean and fat, bone-in, rump, ham, cured",100,177,8.9,2.9,71,0.64,0.0,0.64,"['Pork', 'Roasted', 'Heated', 'Separable Lean And Fat', 'Bone-In', 'Rump', 'Ham', 'Cured']"
"Cereals ready-to-eat, Peanut Butter, Multi Grain CHEERIOS, GENERAL MILLS",100,390,6.2,0.9,0,82.00,6.0,32.50,"['Cereals Ready-To-Eat', 'Peanut Butter', 'Multi Grain Cheerios', 'General Mills']"
"Leeks, with salt, drained, boiled, cooked, (bulb and lower leaf-portion)",100,31,0.2,0,0,7.62,1.0,2.11,"['Leeks', 'With Salt', 'Drained', 'Boiled', 'Cooked', '(Bulb And Lower Leaf-Portion)']"
"KEEBLER, Peanut Butter, Magic Middles Fudge Filled Cookies, FUDGE SHOPPE",100,514,28,8.9,14,59.20,2.7,34.50,"['Keebler', 'Peanut Butter', 'Magic Middles Fudge Filled Cookies', 'Fudge Shoppe']"
"Beef, raw, separable lean only, brisket point end, imported, New Zealand",100,125,4.6,1.6,54,0.00,0.0,0.00,"['Beef', 'Raw', 'Separable Lean Only', 'Brisket Point End', 'Imported', 'New Zealand']"
"Fast foods, with condiments, regular patty and bun, double, cheeseburger",100,282,16,7,50,17.97,1.0,4.16,"['Fast Foods', 'With Condiments', 'Regular Patty And Bun', 'Double', 'Cheeseburger']"
"Cereals ready-to-eat, spoon-size, lightly frosted, Shredded Wheat, POST",100,352,1.9,0.3,0,83.80,9.6,22.30,"['Cereals Ready-To-Eat', 'Spoon-Size', 'Lightly Frosted', 'Shredded Wheat', 'Post']"
"Apricots, solids and liquids, with skin, extra light syrup pack, canned",100,49,0.1,0,0,12.50,1.6,0,"['Apricots', 'Solids And Liquids', 'With Skin', 'Extra Light Syrup Pack', 'Canned']"
"Cowpeas (blackeyes), with salt, drained, boiled, cooked, immature seeds",100,94,0.4,0.1,0,19.73,5.0,3.23,"['Cowpeas (Blackeyes)', 'With Salt', 'Drained', 'Boiled', 'Cooked', 'Immature Seeds']"
"Snacks, fruit flavored with high vitamin C, yogurt-covered, candy rolls",100,359,6.5,5.1,0,74.64,3.3,39.15,"['Snacks', 'Fruit Flavored With High Vitamin C', 'Yogurt-Covered', 'Candy Rolls']"
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, navy",100,78,0.8,0.1,0,15.01,0,0,"['Beans', 'With Salt', 'Drained', 'Boiled', 'Cooked', 'Sprouted', 'Mature Seeds', 'Navy']"
"MORNINGSTAR FARMS Breakfast Pattie with Organic Soy, unprepared, frozen",100,220,8.3,1,0,12.60,7.6,2.20,"['Morningstar Farms Breakfast Pattie With Organic Soy', 'Unprepared', 'Frozen']"
"Turkey, raw, with added solution, meat only, from whole bird, drumstick",100,115,4.1,1.1,79,0.15,0.0,0.10,"['Turkey', 'Raw', 'With Added Solution', 'Meat Only', 'From Whole Bird', 'Drumstick']"
"Pork, braised, cooked, separable lean only, arm picnic, shoulder, fresh",100,194,8.9,2.9,87,0.00,0.0,0.00,"['Pork', 'Braised', 'Cooked', 'Separable Lean Only', 'Arm Picnic', 'Shoulder', 'Fresh']"
"Pork, roasted, cooked, separable lean only, arm picnic, shoulder, fresh",100,228,13,4.3,95,0.00,0.0,0,"['Pork', 'Roasted', 'Cooked', 'Separable Lean Only', 'Arm Picnic', 'Shoulder', 'Fresh']"
"Beans, low sodium, solids and liquid, canned, mature seeds, red, kidney",100,81,0.4,0.1,0,14.83,5.3,1.85,"['Beans', 'Low Sodium', 'Solids And Liquid', 'Canned', 'Mature Seeds', 'Red', 'Kidney']"
"Cereals, dry, golden brown maple, Instant Oatmeal, KASHI HEART TO HEART",100,356,5.1,1.1,0,73.59,12.7,23.79,"['Cereals', 'Dry', 'Golden Brown Maple', 'Instant Oatmeal', 'Kashi Heart To Heart']"
"Pork, roasted, cooked, separable lean only, rump half, leg (ham), fresh",100,165,4.6,1.5,86,0.00,0.0,0.00,"['Pork', 'Roasted', 'Cooked', 'Separable Lean Only', 'Rump Half', 'Leg (Ham)', 'Fresh']"
"Infant formula, ready-to-feed, with DHA and ARA, GOOD START SOY, NESTLE",100,64,3.3,1.4,2,7.13,0.0,5.68,"['Infant Formula', 'Ready-To-Feed', 'With Dha And Ara', 'Good Start Soy', 'Nestle']"
"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",100,65,0.1,0,1,15.05,0.9,12.68,"['Fast Foods', 'Strawberry Banana Smoothie Made With Ice And Low-Fat Yogurt']"
"Cereals ready-to-eat, Low Fat 100% Natural Granola with Raisins, QUAKER",100,388,5.5,1,1,80.57,9.6,25.65,"['Cereals Ready-To-Eat', 'Low Fat 100% Natural Granola With Raisins', 'Quaker']"
"Cornmeal, enriched, with wheat flour added, bolted, self-rising, yellow",100,348,2.9,0.4,0,73.43,6.3,0,"['Cornmeal', 'Enriched', 'With Wheat Flour Added', 'Bolted', 'Self-Rising', 'Yellow']"
"Chicken, flour, fried, cooked, meat and skin, thigh, broilers or fryers",100,262,15,4.1,97,3.18,0.1,0,"['Chicken', 'Flour', 'Fried', 'Cooked', 'Meat And Skin', 'Thigh', 'Broilers Or Fryers']"
"Lima beans, with salt, boiled, cooked, mature seeds, thin seeded (baby)",100,126,0.4,0.1,0,23.31,7.7,0,"['Lima Beans', 'With Salt', 'Boiled', 'Cooked', 'Mature Seeds', 'Thin Seeded (Baby)']"
"Sauce, ready-to-serve, basil pesto, NAPA VALLEY BISTRO, MEZZETTA, pesto",100,496,50,8,0,5.12,1.3,1.25,"['Sauce', 'Ready-To-Serve', 'Basil Pesto', 'Napa Valley Bistro', 'Mezzetta', 'Pesto']"
"Grapes, solids and liquids, heavy syrup pack, thompson seedless, canned",100,76,0.1,0,0,19.65,0.6,19.05,"['Grapes', 'Solids And Liquids', 'Heavy Syrup Pack', 'Thompson Seedless', 'Canned']"
"Beverages, with added nutrients, ready-to-drink, orange breakfast drink",100,53,0,0,0,13.20,0.1,8.02,"['Beverages', 'With Added Nutrients', 'Ready-To-Drink', 'Orange Breakfast Drink']"
"Tortellini, as purchased, fresh-refrigerated, pasta with cheese filling",100,307,7.2,3.6,42,47.00,1.9,0.95,"['Tortellini', 'As Purchased', 'Fresh-Refrigerated', 'Pasta With Cheese Filling']"
"Beef, raw, tongue, variety meats and by-products, imported, New Zealand",100,243,19,6.7,81,0.00,0.0,0.00,"['Beef', 'Raw', 'Tongue', 'Variety Meats And By-Products', 'Imported', 'New Zealand']"
"Pork, broiled, cooked, separable lean only, bone-in, center loin (chops), loin, fresh",100,180,7.3,2.2,84,0.00,0.0,0.00,"['Pork', 'Broiled', 'Cooked', 'Separable Lean Only', 'Bone-In', 'Center Loin (Chops)', 'Loin', 'Fresh']"
"Split pea with ham soup, prepared with water or ready-to-serve, reduced sodium, canned",100,68,0.7,0.3,3,11.40,1.9,1.57,"['Split Pea With Ham Soup', 'Prepared With Water Or Ready-To-Serve', 'Reduced Sodium', 'Canned']"
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, steak, flank",100,186,7.4,3.1,78,0.00,0.0,0.00,"['Beef', 'Broiled', 'Cooked', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Steak', 'Flank']"
"Infant formula, with ARA and DHA, ready-to-feed, GO AND GROW, SIMILAC, ABBOTT NUTRITION",100,66,3.5,1,0,6.69,0.0,6.69,"['Infant Formula', 'With Ara And Dha', 'Ready-To-Feed', 'Go And Grow', 'Similac', 'Abbott Nutrition']"
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib",100,148,5.9,2.2,68,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Small End (Ribs 10-12)', 'Rib']"
"Potatoes, water and margarine added, prepared from granules with milk, dehydrated, mashed",100,116,4.8,1,2,16.13,1.3,1.74,"['Potatoes', 'Water And Margarine Added', 'Prepared From Granules With Milk', 'Dehydrated', 'Mashed']"
"Infant formula, with ARA and DHA, powder, with iron, ENFACARE LIPIL, ENFAMIL, MEAD JOHNSON",100,514,27,11,16,56.00,0.0,51.00,"['Infant Formula', 'With Ara And Dha', 'Powder', 'With Iron', 'Enfacare Lipil', 'Enfamil', 'Mead Johnson']"
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, top round roast, round",100,124,3.3,1.3,61,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Top Round Roast', 'Round']"
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, arm pot roast, chuck",100,212,7.7,2.9,100,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Arm Pot Roast', 'Chuck']"
"Beverages, prepared with whole milk, powder, with added nutrients, natural, Malted drink mix",100,86,3.2,1.8,11,10.67,0.0,8.37,"['Beverages', 'Prepared With Whole Milk', 'Powder', 'With Added Nutrients', 'Natural', 'Malted Drink Mix']"
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",100,208,13,5.7,60,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Porterhouse Steak', 'Short Loin']"
"Cereals ready-to-eat, and Raisins, Honey, Wheat, QUAKER 100% Natural Granola with Oats, QUAKER",100,412,10,1.1,2,74.67,9.4,24.63,"['Cereals Ready-To-Eat', 'And Raisins', 'Honey', 'Wheat', 'Quaker 100% Natural Granola With Oats', 'Quaker']"
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, ribeye  petite roast/filet",100,125,3.7,1.3,65,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Ribeye  Petite Roast/Filet']"
"Lamb, fast roasted, cooked, separable lean and fat, rack - fully frenched, imported, New Zealand",100,195,11,4.4,72,0.01,0.0,0.00,"['Lamb', 'Fast Roasted', 'Cooked', 'Separable Lean And Fat', 'Rack - Fully Frenched', 'Imported', 'New Zealand']"
"Fast foods, roast beef and ham on white bread with lettuce and tomato, turkey, submarine sandwich",100,146,2.4,0.6,16,20.36,1.4,3.19,"['Fast Foods', 'Roast Beef And Ham On White Bread With Lettuce And Tomato', 'Turkey', 'Submarine Sandwich']"
"Beverages, contains caffeine, with sodium saccharin, cola or pepper-types, low calorie, carbonated",100,0,0,0,0,0.10,0.0,0.00,"['Beverages', 'Contains Caffeine', 'With Sodium Saccharin', 'Cola Or Pepper-Types', 'Low Calorie', 'Carbonated']"
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",100,153,6.5,2.5,59,0.00,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Bone-In', 'T-Bone Steak', 'Short Loin']"
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",100,169,9.3,3.8,65,0.05,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Composite Of Trimmed Retail Cuts']"
"Infant formula, ready- to- feed with ARA and DHA, Diarrhea, Expert Care, SIMILAC, ABBOTT NUTRITION",100,66,3.6,1.5,0,6.67,0.7,6.66,"['Infant Formula', 'Ready- To- Feed With Ara And Dha', 'Diarrhea', 'Expert Care', 'Similac', 'Abbott Nutrition']"
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, arm pot roast, chuck",100,297,19,7.5,116,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Arm Pot Roast', 'Chuck']"
"School Lunch, frozen, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge Turkey Pepperoni Pizza, pizza",100,248,9.3,4,0,27.35,4.1,3.83,"['School Lunch', 'Frozen', 'Big Daddy\'S Ls 16"" 51% Whole Grain Rolled Edge Turkey Pepperoni Pizza', 'Pizza']"
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, fresh, imported, Australian",100,243,19,9.1,65,0.00,0,0,"['Lamb', 'Raw', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Arm', 'Shoulder', 'Fresh', 'Imported', 'Australian']"
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",100,243,14,5.6,92,0.00,0.0,0.00,"['Beef', 'Broiled', 'Cooked', 'All Grades', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Steak', 'Top Sirloin']"
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",100,228,17,7.4,68,0.12,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Lip Off', 'Boneless', 'Rib Eye Steak']"
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast/filet",100,149,6.5,2.4,65,0.23,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Boneless', 'Top Loin Petite Roast/Filet']"
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast/filet",100,135,4.9,1.6,76,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Boneless', 'Top Loin Petite Roast/Filet']"
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100,330,26,10,84,0.00,0.0,0,"['Beef', 'Roasted', 'Cooked', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Whole (Ribs 6-12)', 'Rib']"
"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, whole (ribs 6-12), rib",100,315,24,9.8,81,0.00,0.0,0,"['Beef', 'Broiled', 'Cooked', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Whole (Ribs 6-12)', 'Rib']"
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder steak",100,177,6.1,2.6,83,0.00,0.0,0.00,"['Beef', 'Grilled', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Shoulder Steak']"
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder steak",100,186,7.3,3.1,81,0.00,0.0,0.00,"['Beef', 'Grilled', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Shoulder Steak']"
"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",100,341,25,10,104,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'All Grades', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Blade Roast', 'Chuck']"
"Beverages, prepared with water, frozen concentrate, with pulp, breakfast type, Orange-flavor drink",100,49,0.1,0,0,12.21,0.0,11.91,"['Beverages', 'Prepared With Water', 'Frozen Concentrate', 'With Pulp', 'Breakfast Type', 'Orange-Flavor Drink']"
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, shank half, leg, domestic",100,180,6.7,2.4,87,0.00,0.0,0,"['Lamb', 'Roasted', 'Cooked', 'Choice', 'Trimmed To 1/4"" Fat', 'Separable Lean Only', 'Shank Half', 'Leg', 'Domestic']"
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",100,149,6.9,2.5,61,0.00,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Tenderloin Roast', 'Loin']"
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100,164,8.8,3.2,64,0.00,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Inside Skirt', 'Boneless', 'Plate Steak']"
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib",100,198,8.7,3.5,80,0.00,0.0,0,"['Beef', 'Broiled', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Small End (Ribs 10-12)', 'Rib']"
"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, small end (ribs 10-12), rib",100,225,12,4.7,80,0.00,0.0,0,"['Beef', 'Broiled', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Small End (Ribs 10-12)', 'Rib']"
"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",100,211,11,4,91,0.00,0.0,0,"['Lamb', 'Broiled', 'Cooked', 'Choice', 'Trimmed To 1/4"" Fat', 'Separable Lean Only', 'Blade', 'Shoulder', 'Domestic']"
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",100,209,12,4.3,87,0.00,0.0,0,"['Lamb', 'Roasted', 'Cooked', 'Choice', 'Trimmed To 1/4"" Fat', 'Separable Lean Only', 'Blade', 'Shoulder', 'Domestic']"
"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean only, blade, shoulder, domestic",100,288,17,6.4,117,0.00,0.0,0,"['Lamb', 'Braised', 'Cooked', 'Choice', 'Trimmed To 1/4"" Fat', 'Separable Lean Only', 'Blade', 'Shoulder', 'Domestic']"
"Beef, raw, select, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",100,135,4.7,1.8,62,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Lip Off', 'Boneless', 'Top Loin Steak', 'Loin']"
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",100,149,6.3,2.5,58,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Lip Off', 'Boneless', 'Top Loin Steak', 'Loin']"
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, roast, tip round, round",100,174,6.2,2.2,74,0.00,0.0,0.00,"['Beef', 'Roasted', 'Cooked', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Roast', 'Tip Round', 'Round']"
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",100,299,21,8.1,90,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Bone-In', 'Back Ribs', 'Rib']"
"Beef, cooked, all grades, trimmed to 0"" fat, separable lean only, composite of trimmed retail cuts",100,203,8.4,3.2,90,0.00,0.0,0.00,"['Beef', 'Cooked', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Composite Of Trimmed Retail Cuts']"
"SUBWAY, tomato and sweet onion sauce, sweet onion chicken teriyaki sub on white bread with lettuce",100,155,2.4,0.5,22,22.54,1.2,6.06,"['Subway', 'Tomato And Sweet Onion Sauce', 'Sweet Onion Chicken Teriyaki Sub On White Bread With Lettuce']"
"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, steak, top round, round",100,225,10,3.6,84,0.00,0.0,0.00,"['Beef', 'Broiled', 'Cooked', 'Prime', 'Trimmed To 1/8"" Fat', 'Separable Lean And Fat', 'Steak', 'Top Round', 'Round']"
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only, loin, fresh, imported, Australian",100,192,8.8,3.7,81,0.00,0,0,"['Lamb', 'Broiled', 'Cooked', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Loin', 'Fresh', 'Imported', 'Australian']"
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",100,238,18,7.4,71,0.35,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Outside Skirt', 'Boneless', 'Plate Steak']"
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",100,222,16,6.7,70,0.36,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Outside Skirt', 'Boneless', 'Plate Steak']"
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",100,128,4.7,1.6,67,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Boneless', 'Top Sirloin Cap Steak', 'Loin']"
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",100,138,5.8,2.1,67,0.00,0.0,0.00,"['Beef', 'Raw', 'Choice', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Boneless', 'Top Sirloin Cap Steak', 'Loin']"
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",100,224,12,3.5,108,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Select', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Short Ribs', 'Chuck']"
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, short ribs, chuck",100,250,15,4.2,102,0.00,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Choice', 'Trimmed To 0"" Fat', 'Separable Lean Only', 'Boneless', 'Short Ribs', 'Chuck']"
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",100,147,6.7,2.4,61,0.00,0.0,0.00,"['Beef', 'Raw', 'All Grades', 'Trimmed To 0"" Fat', 'Separable Lean And Fat', 'Boneless', 'Tenderloin Steak', 'Loin']"
"Creamy dressing, cholesterol-free, reduced calorie, made with sour cream and/or buttermilk and oil",100,140,8,1.4,0,16.00,0.0,3.28,"['Creamy Dressing', 'Cholesterol-Free', 'Reduced Calorie', 'Made With Sour Cream And/Or Buttermilk And Oil']"
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast",100,155,7.6,3,62,0.00,0.0,0.00,"['Beef', 'Raw', 'Select', 'Trimmed To 1/8"" Fat', 'Separable Lean Only', 'Lip-On', 'Bone-In', 'Rib Eye Steak/Roast']"
